"","count_perceptionPretestResponse","percepPretestA","percepPretestB","response_perceptionPretestResponse","subject_nr","audio","title","prepost","count_perceptionPostTestResponse","perceptionPostTestOptionA","perceptionPostTestOptionB","response_perceptionPostTestResponse","contrast","stepOnCon","BB","AF","responseV","count","pair"
"1299",NA,NA,NA,NA,"31","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","post",68,"pip","pep","A","IE","4","NB","AF","I",68,"pip-pep"
"1300",NA,NA,NA,NA,"31","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","post",70,"kek","kik","E","IE","4","NB","AF","I",70,"kik-kek"
"1301",NA,NA,NA,NA,"31","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","post",75,"pip","pep","E","IE","7","NB","AF","E",75,"pip-pep"
"1302",NA,NA,NA,NA,"31","sik-sec3.wav","NB-AF-MN","post",81,"sik","sec","A","IE","3","NB","AF","I",81,"sik-sec"
"1303",0,"kek","kik","A","32","kik-kek_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","E",0,"kik-kek"
"1304",4,"kek","kik","E","32","kik-kek_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",4,"kik-kek"
"1305",5,"pip","pep","E","32","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","E",5,"pip-pep"
"1306",6,"pip","pep","E","32","pip-pep_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","E",6,"pip-pep"
"1307",13,"pip","pep","A","32","pip-pep_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",13,"pip-pep"
"1308",20,"sik","sec","E","32","sik-sec7.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",20,"sik-sec"
"1309",33,"sik","sec","E","32","sik-sec6.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",33,"sik-sec"
"1310",35,"sik","sec","E","32","sik-sec3.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","E",35,"sik-sec"
"1311",38,"pip","pep","E","32","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",38,"pip-pep"
"1312",40,"kek","kik","E","32","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","I",40,"kik-kek"
"1313",45,"pip","pep","E","32","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",45,"pip-pep"
"1314",47,"sik","sec","A","32","sik-sec2.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",47,"sik-sec"
"1315",51,"sik","sec","A","32","sik-sec4.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","I",51,"sik-sec"
"1316",53,"sik","sec","A","32","sik-sec1.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",53,"sik-sec"
"1317",55,"kek","kik","A","32","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",55,"kik-kek"
"1318",59,"pip","pep","A","32","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",59,"pip-pep"
"1319",60,"kek","kik","A","32","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",60,"kik-kek"
"1320",61,"kek","kik","E","32","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",61,"kik-kek"
"1321",68,"kek","kik","E","32","kik-kek_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",68,"kik-kek"
"1322",73,"pip","pep","E","32","pip-pep_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",73,"pip-pep"
"1323",83,"sik","sec","E","32","sik-sec5.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","E",83,"sik-sec"
"1324",NA,NA,NA,NA,"32","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","post",0,"kek","kik","A","IE","5","BB","MN","E",0,"kik-kek"
"1325",NA,NA,NA,NA,"32","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","post",8,"pip","pep","E","IE","5","BB","MN","E",8,"pip-pep"
"1326",NA,NA,NA,NA,"32","sik-sec5.wav","BB-MN-AF","post",9,"sik","sec","E","IE","5","BB","MN","E",9,"sik-sec"
"1327",NA,NA,NA,NA,"32","pip-pep_continuumStep_1_stereo.wav","BB-MN-AF","post",10,"pip","pep","A","IE","1","BB","MN","I",10,"pip-pep"
"1328",NA,NA,NA,NA,"32","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","post",14,"kek","kik","E","IE","1","BB","MN","I",14,"kik-kek"
"1329",NA,NA,NA,NA,"32","sik-sec1.wav","BB-MN-AF","post",28,"sik","sec","A","IE","1","BB","MN","I",28,"sik-sec"
"1330",NA,NA,NA,NA,"32","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","post",29,"kek","kik","A","IE","7","BB","MN","E",29,"kik-kek"
"1331",NA,NA,NA,NA,"32","kik-kek_continuumStep_2_stereo.wav","BB-MN-AF","post",34,"kek","kik","E","IE","2","BB","MN","I",34,"kik-kek"
"1332",NA,NA,NA,NA,"32","kik-kek_continuumStep_3_stereo.wav","BB-MN-AF","post",36,"kek","kik","E","IE","3","BB","MN","I",36,"kik-kek"
"1333",NA,NA,NA,NA,"32","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","post",39,"pip","pep","E","IE","7","BB","MN","E",39,"pip-pep"
"1334",NA,NA,NA,NA,"32","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","post",47,"pip","pep","E","IE","4","BB","MN","E",47,"pip-pep"
"1335",NA,NA,NA,NA,"32","sik-sec3.wav","BB-MN-AF","post",48,"sik","sec","A","IE","3","BB","MN","I",48,"sik-sec"
"1336",NA,NA,NA,NA,"32","sik-sec2.wav","BB-MN-AF","post",51,"sik","sec","A","IE","2","BB","MN","I",51,"sik-sec"
"1337",NA,NA,NA,NA,"32","pip-pep_continuumStep_3_stereo.wav","BB-MN-AF","post",52,"pip","pep","A","IE","3","BB","MN","I",52,"pip-pep"
"1338",NA,NA,NA,NA,"32","sik-sec4.wav","BB-MN-AF","post",66,"sik","sec","A","IE","4","BB","MN","I",66,"sik-sec"
"1339",NA,NA,NA,NA,"32","sik-sec6.wav","BB-MN-AF","post",71,"sik","sec","E","IE","6","BB","MN","E",71,"sik-sec"
"1340",NA,NA,NA,NA,"32","kik-kek_continuumStep_4_stereo.wav","BB-MN-AF","post",72,"kek","kik","E","IE","4","BB","MN","I",72,"kik-kek"
"1341",NA,NA,NA,NA,"32","pip-pep_continuumStep_6_stereo.wav","BB-MN-AF","post",74,"pip","pep","E","IE","6","BB","MN","E",74,"pip-pep"
"1342",NA,NA,NA,NA,"32","sik-sec7.wav","BB-MN-AF","post",75,"sik","sec","E","IE","7","BB","MN","E",75,"sik-sec"
"1343",NA,NA,NA,NA,"32","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","post",80,"pip","pep","A","IE","2","BB","MN","I",80,"pip-pep"
"1344",NA,NA,NA,NA,"32","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","post",83,"kek","kik","A","IE","6","BB","MN","E",83,"kik-kek"
"1345",1,"kek","kik","E","33","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",1,"kik-kek"
"1346",2,"sik","sec","E","33","sik-sec5.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",2,"sik-sec"
"1347",3,"pip","pep","A","33","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",3,"pip-pep"
"1348",4,"pip","pep","A","33","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",4,"pip-pep"
"1349",7,"sik","sec","E","33","sik-sec6.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",7,"sik-sec"
"1350",11,"kek","kik","E","33","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",11,"kik-kek"
"1351",12,"sik","sec","E","33","sik-sec4.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","E",12,"sik-sec"
"1352",26,"pip","pep","A","33","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",26,"pip-pep"
"1353",32,"pip","pep","E","33","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",32,"pip-pep"
"1354",36,"sik","sec","E","33","sik-sec7.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",36,"sik-sec"
"1355",37,"sik","sec","A","33","sik-sec3.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","3","BB","AF","I",37,"sik-sec"
"1356",39,"kek","kik","A","33","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","6","BB","AF","E",39,"kik-kek"
"1357",43,"kek","kik","E","33","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","4","BB","AF","I",43,"kik-kek"
"1358",45,"kek","kik","E","33","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",45,"kik-kek"
"1359",47,"pip","pep","E","33","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",47,"pip-pep"
"1360",50,"kek","kik","A","33","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","5","BB","AF","E",50,"kik-kek"
"1361",53,"sik","sec","A","33","sik-sec1.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",53,"sik-sec"
"1362",56,"sik","sec","A","33","sik-sec2.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","2","BB","AF","I",56,"sik-sec"
"1363",69,"pip","pep","A","33","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","I",69,"pip-pep"
"1364",78,"kek","kik","A","33","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","7","BB","AF","E",78,"kik-kek"
"1365",80,"pip","pep","A","33","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","pre",NA,NA,NA,NA,"IE","1","BB","AF","I",80,"pip-pep"
"1366",NA,NA,NA,NA,"33","sik-sec4.wav","BB-AF-MN","post",2,"sik","sec","E","IE","4","BB","AF","E",2,"sik-sec"
"1367",NA,NA,NA,NA,"33","kik-kek_continuumStep_4_stereo.wav","BB-AF-MN","post",6,"kek","kik","E","IE","4","BB","AF","I",6,"kik-kek"
"1368",NA,NA,NA,NA,"33","kik-kek_continuumStep_6_stereo.wav","BB-AF-MN","post",13,"kek","kik","A","IE","6","BB","AF","E",13,"kik-kek"
"1369",NA,NA,NA,NA,"33","pip-pep_continuumStep_2_stereo.wav","BB-AF-MN","post",14,"pip","pep","A","IE","2","BB","AF","I",14,"pip-pep"
"1370",NA,NA,NA,NA,"33","kik-kek_continuumStep_1_stereo.wav","BB-AF-MN","post",21,"kek","kik","E","IE","1","BB","AF","I",21,"kik-kek"
"1371",NA,NA,NA,NA,"33","kik-kek_continuumStep_5_stereo.wav","BB-AF-MN","post",27,"kek","kik","A","IE","5","BB","AF","E",27,"kik-kek"
"1372",NA,NA,NA,NA,"33","pip-pep_continuumStep_3_stereo.wav","BB-AF-MN","post",30,"pip","pep","A","IE","3","BB","AF","I",30,"pip-pep"
"1373",NA,NA,NA,NA,"33","kik-kek_continuumStep_3_stereo.wav","BB-AF-MN","post",34,"kek","kik","E","IE","3","BB","AF","I",34,"kik-kek"
"1374",NA,NA,NA,NA,"33","kik-kek_continuumStep_7_stereo.wav","BB-AF-MN","post",35,"kek","kik","A","IE","7","BB","AF","E",35,"kik-kek"
"1375",NA,NA,NA,NA,"33","sik-sec2.wav","BB-AF-MN","post",36,"sik","sec","A","IE","2","BB","AF","I",36,"sik-sec"
"1376",NA,NA,NA,NA,"33","kik-kek_continuumStep_2_stereo.wav","BB-AF-MN","post",39,"kek","kik","E","IE","2","BB","AF","I",39,"kik-kek"
"1377",NA,NA,NA,NA,"33","pip-pep_continuumStep_1_stereo.wav","BB-AF-MN","post",42,"pip","pep","A","IE","1","BB","AF","I",42,"pip-pep"
"1378",NA,NA,NA,NA,"33","pip-pep_continuumStep_6_stereo.wav","BB-AF-MN","post",47,"pip","pep","A","IE","6","BB","AF","I",47,"pip-pep"
"1379",NA,NA,NA,NA,"33","sik-sec6.wav","BB-AF-MN","post",53,"sik","sec","E","IE","6","BB","AF","E",53,"sik-sec"
"1380",NA,NA,NA,NA,"33","sik-sec1.wav","BB-AF-MN","post",55,"sik","sec","A","IE","1","BB","AF","I",55,"sik-sec"
"1381",NA,NA,NA,NA,"33","pip-pep_continuumStep_4_stereo.wav","BB-AF-MN","post",57,"pip","pep","A","IE","4","BB","AF","I",57,"pip-pep"
"1382",NA,NA,NA,NA,"33","sik-sec5.wav","BB-AF-MN","post",61,"sik","sec","E","IE","5","BB","AF","E",61,"sik-sec"
"1383",NA,NA,NA,NA,"33","sik-sec3.wav","BB-AF-MN","post",65,"sik","sec","A","IE","3","BB","AF","I",65,"sik-sec"
"1384",NA,NA,NA,NA,"33","sik-sec7.wav","BB-AF-MN","post",66,"sik","sec","E","IE","7","BB","AF","E",66,"sik-sec"
"1385",NA,NA,NA,NA,"33","pip-pep_continuumStep_5_stereo.wav","BB-AF-MN","post",67,"pip","pep","A","IE","5","BB","AF","I",67,"pip-pep"
"1386",NA,NA,NA,NA,"33","pip-pep_continuumStep_7_stereo.wav","BB-AF-MN","post",71,"pip","pep","E","IE","7","BB","AF","E",71,"pip-pep"
"1387",9,"pip","pep","A","34","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","I",9,"pip-pep"
"1388",15,"kek","kik","E","34","kik-kek_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",15,"kik-kek"
"1389",18,"sik","sec","E","34","sik-sec6.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","E",18,"sik-sec"
"1390",22,"kek","kik","E","34","kik-kek_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",22,"kik-kek"
"1391",28,"pip","pep","A","34","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",28,"pip-pep"
"1392",29,"pip","pep","A","34","pip-pep_continuumStep_3_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",29,"pip-pep"
"1393",32,"sik","sec","A","34","sik-sec2.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","2","BB","MN","I",32,"sik-sec"
"1394",36,"pip","pep","A","34","pip-pep_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",36,"pip-pep"
"1395",39,"sik","sec","A","34","sik-sec3.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","3","BB","MN","I",39,"sik-sec"
"1396",40,"pip","pep","A","34","pip-pep_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","I",40,"pip-pep"
"1397",41,"pip","pep","A","34","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","I",41,"pip-pep"
"1398",42,"kek","kik","E","34","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","I",42,"kik-kek"
"1399",45,"kek","kik","E","34","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","6","BB","MN","I",45,"kik-kek"
"1400",50,"pip","pep","A","34","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","I",50,"pip-pep"
"1401",53,"sik","sec","E","34","sik-sec7.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","E",53,"sik-sec"
"1402",58,"kek","kik","E","34","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",58,"kik-kek"
"1403",59,"kek","kik","E","34","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","7","BB","MN","I",59,"kik-kek"
"1404",61,"sik","sec","A","34","sik-sec5.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","5","BB","MN","I",61,"sik-sec"
"1405",64,"sik","sec","A","34","sik-sec1.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","1","BB","MN","I",64,"sik-sec"
"1406",74,"kek","kik","E","34","kik-kek_continuumStep_4_stereo.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","I",74,"kik-kek"
"1407",77,"sik","sec","A","34","sik-sec4.wav","BB-MN-AF","pre",NA,NA,NA,NA,"IE","4","BB","MN","I",77,"sik-sec"
"1408",NA,NA,NA,NA,"34","sik-sec5.wav","BB-MN-AF","post",9,"sik","sec","A","IE","5","BB","MN","I",9,"sik-sec"
"1409",NA,NA,NA,NA,"34","sik-sec3.wav","BB-MN-AF","post",16,"sik","sec","A","IE","3","BB","MN","I",16,"sik-sec"
"1410",NA,NA,NA,NA,"34","pip-pep_continuumStep_2_stereo.wav","BB-MN-AF","post",17,"pip","pep","A","IE","2","BB","MN","I",17,"pip-pep"
"1411",NA,NA,NA,NA,"34","kik-kek_continuumStep_1_stereo.wav","BB-MN-AF","post",22,"kek","kik","E","IE","1","BB","MN","I",22,"kik-kek"
"1412",NA,NA,NA,NA,"34","kik-kek_continuumStep_5_stereo.wav","BB-MN-AF","post",24,"kek","kik","E","IE","5","BB","MN","I",24,"kik-kek"
"1413",NA,NA,NA,NA,"34","kik-kek_continuumStep_4_stereo.wav","BB-MN-AF","post",27,"kek","kik","E","IE","4","BB","MN","I",27,"kik-kek"
"1414",NA,NA,NA,NA,"34","pip-pep_continuumStep_4_stereo.wav","BB-MN-AF","post",34,"pip","pep","A","IE","4","BB","MN","I",34,"pip-pep"
"1415",NA,NA,NA,NA,"34","sik-sec6.wav","BB-MN-AF","post",38,"sik","sec","A","IE","6","BB","MN","I",38,"sik-sec"
"1416",NA,NA,NA,NA,"34","kik-kek_continuumStep_6_stereo.wav","BB-MN-AF","post",43,"kek","kik","E","IE","6","BB","MN","I",43,"kik-kek"
"1417",NA,NA,NA,NA,"34","pip-pep_continuumStep_6_stereo.wav","BB-MN-AF","post",52,"pip","pep","A","IE","6","BB","MN","I",52,"pip-pep"
"1418",NA,NA,NA,NA,"34","pip-pep_continuumStep_5_stereo.wav","BB-MN-AF","post",53,"pip","pep","A","IE","5","BB","MN","I",53,"pip-pep"
"1419",NA,NA,NA,NA,"34","kik-kek_continuumStep_3_stereo.wav","BB-MN-AF","post",55,"kek","kik","E","IE","3","BB","MN","I",55,"kik-kek"
"1420",NA,NA,NA,NA,"34","sik-sec1.wav","BB-MN-AF","post",56,"sik","sec","A","IE","1","BB","MN","I",56,"sik-sec"
"1421",NA,NA,NA,NA,"34","sik-sec4.wav","BB-MN-AF","post",61,"sik","sec","A","IE","4","BB","MN","I",61,"sik-sec"
"1422",NA,NA,NA,NA,"34","sik-sec2.wav","BB-MN-AF","post",68,"sik","sec","A","IE","2","BB","MN","I",68,"sik-sec"
"1423",NA,NA,NA,NA,"34","kik-kek_continuumStep_2_stereo.wav","BB-MN-AF","post",69,"kek","kik","E","IE","2","BB","MN","I",69,"kik-kek"
"1424",NA,NA,NA,NA,"34","pip-pep_continuumStep_3_stereo.wav","BB-MN-AF","post",70,"pip","pep","A","IE","3","BB","MN","I",70,"pip-pep"
"1425",NA,NA,NA,NA,"34","pip-pep_continuumStep_7_stereo.wav","BB-MN-AF","post",73,"pip","pep","A","IE","7","BB","MN","I",73,"pip-pep"
"1426",NA,NA,NA,NA,"34","kik-kek_continuumStep_7_stereo.wav","BB-MN-AF","post",80,"kek","kik","E","IE","7","BB","MN","I",80,"kik-kek"
"1427",NA,NA,NA,NA,"34","pip-pep_continuumStep_1_stereo.wav","BB-MN-AF","post",82,"pip","pep","A","IE","1","BB","MN","I",82,"pip-pep"
"1428",NA,NA,NA,NA,"34","sik-sec7.wav","BB-MN-AF","post",83,"sik","sec","E","IE","7","BB","MN","E",83,"sik-sec"
"1429",5,"pip","pep","E","35","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",5,"pip-pep"
"1430",8,"sik","sec","E","35","sik-sec4.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",8,"sik-sec"
"1431",10,"kek","kik","A","35","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",10,"kik-kek"
"1432",13,"sik","sec","E","35","sik-sec7.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",13,"sik-sec"
"1433",22,"sik","sec","E","35","sik-sec6.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",22,"sik-sec"
"1434",32,"sik","sec","E","35","sik-sec5.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",32,"sik-sec"
"1435",33,"kek","kik","E","35","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",33,"kik-kek"
"1436",39,"sik","sec","A","35","sik-sec2.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",39,"sik-sec"
"1437",41,"pip","pep","A","35","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",41,"pip-pep"
"1438",43,"pip","pep","E","35","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",43,"pip-pep"
"1439",44,"kek","kik","E","35","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",44,"kik-kek"
"1440",46,"pip","pep","A","35","pip-pep_continuumStep_1_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",46,"pip-pep"
"1441",50,"kek","kik","A","35","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","4","NB","AF","E",50,"kik-kek"
"1442",54,"pip","pep","A","35","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","2","NB","AF","I",54,"pip-pep"
"1443",55,"pip","pep","E","35","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",55,"pip-pep"
"1444",59,"pip","pep","E","35","pip-pep_continuumStep_6_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","6","NB","AF","E",59,"pip-pep"
"1445",67,"sik","sec","A","35","sik-sec1.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","1","NB","AF","I",67,"sik-sec"
"1446",73,"kek","kik","A","35","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","5","NB","AF","E",73,"kik-kek"
"1447",74,"sik","sec","E","35","sik-sec3.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","E",74,"sik-sec"
"1448",75,"kek","kik","A","35","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","7","NB","AF","E",75,"kik-kek"
"1449",78,"kek","kik","E","35","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","pre",NA,NA,NA,NA,"IE","3","NB","AF","I",78,"kik-kek"
"1450",NA,NA,NA,NA,"35","sik-sec5.wav","NB-AF-MN","post",4,"sik","sec","E","IE","5","NB","AF","E",4,"sik-sec"
"1451",NA,NA,NA,NA,"35","kik-kek_continuumStep_5_stereo.wav","NB-AF-MN","post",6,"kek","kik","A","IE","5","NB","AF","E",6,"kik-kek"
"1452",NA,NA,NA,NA,"35","pip-pep_continuumStep_5_stereo.wav","NB-AF-MN","post",10,"pip","pep","E","IE","5","NB","AF","E",10,"pip-pep"
"1453",NA,NA,NA,NA,"35","kik-kek_continuumStep_7_stereo.wav","NB-AF-MN","post",14,"kek","kik","A","IE","7","NB","AF","E",14,"kik-kek"
"1454",NA,NA,NA,NA,"35","pip-pep_continuumStep_7_stereo.wav","NB-AF-MN","post",17,"pip","pep","E","IE","7","NB","AF","E",17,"pip-pep"
"1455",NA,NA,NA,NA,"35","pip-pep_continuumStep_2_stereo.wav","NB-AF-MN","post",22,"pip","pep","A","IE","2","NB","AF","I",22,"pip-pep"
"1456",NA,NA,NA,NA,"35","sik-sec4.wav","NB-AF-MN","post",32,"sik","sec","E","IE","4","NB","AF","E",32,"sik-sec"
"1457",NA,NA,NA,NA,"35","kik-kek_continuumStep_4_stereo.wav","NB-AF-MN","post",35,"kek","kik","E","IE","4","NB","AF","I",35,"kik-kek"
"1458",NA,NA,NA,NA,"35","kik-kek_continuumStep_2_stereo.wav","NB-AF-MN","post",38,"kek","kik","E","IE","2","NB","AF","I",38,"kik-kek"
"1459",NA,NA,NA,NA,"35","sik-sec3.wav","NB-AF-MN","post",41,"sik","sec","A","IE","3","NB","AF","I",41,"sik-sec"
"1460",NA,NA,NA,NA,"35","pip-pep_continuumStep_4_stereo.wav","NB-AF-MN","post",43,"pip","pep","E","IE","4","NB","AF","E",43,"pip-pep"
"1461",NA,NA,NA,NA,"35","pip-pep_continuumStep_3_stereo.wav","NB-AF-MN","post",44,"pip","pep","E","IE","3","NB","AF","E",44,"pip-pep"
"1462",NA,NA,NA,NA,"35","sik-sec1.wav","NB-AF-MN","post",51,"sik","sec","A","IE","1","NB","AF","I",51,"sik-sec"
"1463",NA,NA,NA,NA,"35","sik-sec2.wav","NB-AF-MN","post",64,"sik","sec","A","IE","2","NB","AF","I",64,"sik-sec"
"1464",NA,NA,NA,NA,"35","kik-kek_continuumStep_3_stereo.wav","NB-AF-MN","post",67,"kek","kik","E","IE","3","NB","AF","I",67,"kik-kek"
"1465",NA,NA,NA,NA,"35","sik-sec6.wav","NB-AF-MN","post",68,"sik","sec","E","IE","6","NB","AF","E",68,"sik-sec"
"1466",NA,NA,NA,NA,"35","kik-kek_continuumStep_1_stereo.wav","NB-AF-MN","post",69,"kek","kik","E","IE","1","NB","AF","I",69,"kik-kek"
"1467",NA,NA,NA,NA,"35","kik-kek_continuumStep_6_stereo.wav","NB-AF-MN","post",72,"kek","kik","A","IE","6","NB","AF","E",72,"kik-kek"
